fid,Sample Site:,Site Code:,Species Code:,Species latin,Latitude,Longitude,layer,DBH,DBH Round,index,,
207,St. Phillips Church,I5,PRVI,Prunus Virginiana,45.4536741,-73.6426295,SP8,32.7,33,508,,
208,St. Phillips Church,I5,ACPL,Acer Platanoides,45.4537726,-73.6427421,SP7,75.7,76,509,,
209,St. Phillips Church,I5,LOXY,Lonicera Xylosteum,45.4537035,-73.6425661,SP8,33.8,34,510,,
210,St. Phillips Church,I5,ACSA,Acer Saccharinum,45.4538319,-73.6424726,SP7,41.4,41,511,,
211,St. Phillips Church,I5,ACSA,Acer Saccharinum,45.4539648,-73.6425859,SP4,84.1,84,512,,
212,St. Phillips Church,I5,ACSA,Acer Saccharinum,45.4540838,-73.6428434,SP16,48,48,513,,s
213,St. Phillips Church,I5,ACSA,Acer Saccharinum,45.4541,-73.6429,SP16,44.8,45,514,,
31,St. Thomas Church,I2,AEHI,Aesculus Hippocastanum,45.4636288,-73.6423109,ST4,118.5,119,515,,
32,St. Thomas Church,I2,ACPL,Acer Platanoides,45.4635783,-73.6423052,ST4,79,79,516,,
33,St. Thomas Church,I2,PIGL,Picea Glauca,45.4636698,-73.6421436,ST4,48.8,49,517,,
34,St. Thomas Church,I2,QUMA,Quercus Macrocarpa,45.4637648,-73.6421078,ST3,34.3,34,518,,
35,St. Thomas Church,I2,MABA,Malus Baccata,45.463797,-73.6420689,ST6,5,5,519,,
36,St. Thomas Church,I2,CGPU,Crataegus Punctata,45.4637243,-73.6420685,ST6,35.5,36,520,,
37,St. Thomas Church,I2,CGPU,Crataegus Punctata,45.4637314,-73.6420514,ST6,34.5,35,521,,
38,St. Thomas Church,I2,CGPU,Crataegus Punctata,45.4637241,-73.6420524,ST6,23,23,522,,
39,St. Thomas Church,I2,AEHI,Aesculus Hippocastanum,45.4636909,-73.6422147,ST3,85.6,86,523,,
40,St. Thomas Church,I2,ACPL,Acer Platanoides,45.4638322,-73.6422751,ST3,6,6,524,,
41,St. Thomas Church,I2,ACPL,Acer Platanoides,45.4637894,-73.6421845,ST3,14.3,14,525,,
42,St. Thomas Church,I2,ULAM,Ulmus Americana,45.4636404,-73.6423679,ST4,8.2,8,526,,
43,St. Thomas Church,I2,ACFR,Acer Freemannii,45.4637173,-73.6423059,ST3,13.4,13,527,,
44,St. Thomas Church,I2,TACA,Taxus Canadensis,45.46373,-73.642256,ST3,24.1,24,528,,
45,St. Thomas Church,I2,ACPL,Acer Platanoides,45.463662,-73.642145,ST4,165.5,166,529,,
46,St. Thomas Church,I2,ACPL,Acer Platanoides,45.4635489,-73.6422157,ST4,57.8,58,530,,
47,St. Thomas Church,I2,ACPL,Acer Platanoides,45.4634765,-73.6421051,ST9,46.6,47,531,,
48,St. Thomas Church,I2,JUVI,Juniperus Virginiana,45.463396,-73.641917,ST9,6.7,7,532,,
49,St. Thomas Church,I2,JUVI,Juniperus Virginiana,45.4634043,-73.6418972,ST9,10.1,10,533,,
50,St. Thomas Church,I2,MABA,Malus x 'Makamik',45.4634607,-73.6418929,ST9,6.3,6,534,,
51,St. Thomas Church,I2,ACPL,Acer Platanoides,45.4635108,-73.6418235,ST9,59.1,59,535,,
52,St. Thomas Church,I2,LOXY,Lonicera Xylosteum,45.4635343,-73.6419328,ST9,11.2,11,536,,
53,St. Thomas Church,I2,TACA,Taxus Canadensis,45.4635543,-73.6420193,ST4,43.1,43,537,,
54,St. Thomas Church,I2,TACA,Taxus Canadensis,45.4635919,-73.6419841,ST2,66.1,66,538,,
55,St. Thomas Church,I2,VIOP,Viburnum opulus,45.4637417,-73.6420082,ST6,25.3,25,539,,
56,St. Thomas Church,I2,JUCO,Juniperus Communis,45.4636582,-73.6419616,ST2,12.1,12,540,,
57,St. Thomas Church,I2,THOC,Thuja Occidentalis,45.4636571,-73.6419428,ST2,6.1,6,541,,
58,St. Thomas Church,I2,CEOC,Celtis Occidentalis,45.4636792,-73.6418033,ST2,9.8,10,542,,
59,St. Thomas Church,I2,CEOC,Celtis Occidentalis,45.4637431,-73.6420179,ST6,4.8,5,543,,
60,St. Thomas Church,I2,PIPU,Picea Pungens,45.4636227,-73.6419016,ST2,38.3,38,544,,
61,St. Thomas Church,I2,SYVU,Syringa Vulgaris,45.4637048,-73.6417541,ST2,50.3,50,545,,
62,St. Thomas Church,I2,SYVU,Syringa Vulgaris,45.4637551,-73.6417242,ST5,34.9,35,546,,
63,St. Thomas Church,I2,ACPL,Acer Platanoides,45.4637187,-73.6416491,ST5,51.8,52,547,,
64,St. Thomas Church,I2,CGPU,Crataegus Punctata,45.4637974,-73.6415425,ST5,50.3,50,548,,
65,St. Thomas Church,I2,ACPL,Acer Platanoides,45.4638511,-73.64145,ST5,13.6,14,549,,
66,St. Thomas Church,I2,SYRE,Syringa Reticulata,45.4638376,-73.6414899,ST5,7.4,7,550,,
67,St. Thomas Church,I2,ACPL,Acer Platanoides,45.4639044,-73.6414453,ST5,73.3,73,551,,
68,St. Thomas Church,I2,ACPL,Acer Platanoides,45.4639905,-73.6415173,ST7,13.8,14,552,,
69,St. Thomas Church,I2,ACPL,Acer Platanoides,45.4640657,-73.6416961,ST1,54,54,553,,
70,St. Thomas Church,I2,ACPL,Acer Platanoides,45.4640777,-73.6418221,ST1,66.2,66,554,,
71,St. Thomas Church,I2,ACPL,Acer Platanoides,45.4641198,-73.641925,ST1,24.1,24,555,,
72,St. Thomas Church,I2,SYVU,Syringa Vulgaris,45.4640857,-73.6420126,ST1,11.4,11,556,,
73,St. Thomas Church,I2,TACA,Taxus Canadensis,45.4640613,-73.6420682,ST1,12.2,12,557,,
74,St. Thomas Church,I2,TACA,Taxus Canadensis,45.4640498,-73.6420799,ST1,17.4,17,558,,
75,St. Thomas Church,I2,PRPE,Prunus Persica,45.4640187,-73.6420873,ST1,18.3,18,559,,
76,St. Thomas Church,I2,PIPU,Picea Pungens,45.4639301,-73.642144,ST3,6.5,7,560,,
77,St. Thomas Church,I2,ROPS,Robinia Pseudoacacia,45.4639341,-73.6421497,ST3,5.8,6,561,,
78,St. Thomas Church,I2,PNST,Pinus Strobus,45.4638623,-73.6420675,ST6,6.2,6,562,,
79,St. Thomas Church,I2,TACA,Taxus Canadensis,45.4639,-73.642205,ST3,7.7,8,563,,
507,Willingdon Senior Campus,I14,MABA,Malus x Centurion,45.4619731,-73.6432661,WI8,28,28,564,,
508,Willingdon Senior Campus,I14,MABA,Malus x Rosthurn,45.4619315,-73.6431367,WI8,24,24,565,,
509,Willingdon Senior Campus,I14,GLTR,Gleditsia Triacanthos,45.46187,-73.643092,WI8,20,20,566,,
510,Willingdon Senior Campus,I14,GLTR,Gleditsia Triacanthos,45.461758,-73.6431813,WI1,27,27,567,,
511,Willingdon Senior Campus,I14,GLTR,Gleditsia Triacanthos,45.4616952,-73.6432212,WI1,24.6,25,568,,
512,Willingdon Senior Campus,I14,GLTR,Gleditsia Triacanthos,45.461614,-73.6432729,WI3,41.8,42,569,,
513,Willingdon Senior Campus,I14,GLTR,Gleditsia Triacanthos,45.4615903,-73.6432786,WI3,82.7,83,570,,
514,Willingdon Senior Campus,I14,GLTR,Gleditsia Triacanthos,45.4615679,-73.6433121,WI3,7.3,7,571,,
214,Ywen Kuok Buddhist Temple,I6,ACPL,Acer Platanoides,45.4623583,-73.6379041,Y6,7.6,8,572,,
215,Ywen Kuok Buddhist Temple,I6,ACPL,Acer Platanoides,45.4623477,-73.6379115,Y6,10.9,11,573,,
216,Ywen Kuok Buddhist Temple,I6,ACSA,Acer Saccharinum,45.4623449,-73.6379363,Y6,7.1,7,574,,
217,Ywen Kuok Buddhist Temple,I6,ACNE,Acer Negundo,45.4623343,-73.6379128,Y6,9.2,9,575,,
218,Ywen Kuok Buddhist Temple,I6,RHCA,Rhamnus Cathartica,45.4625921,-73.6379906,Y1,19,19,576,,
219,Ywen Kuok Buddhist Temple,I6,ACFR,Acer Freemannii,45.4623247,-73.6379503,Y6,83.1,83,577,,
220,Ywen Kuok Buddhist Temple,I6,ACPL,Acer Platanoides,45.4622986,-73.6379567,Y6,12.7,13,578,,
221,Ywen Kuok Buddhist Temple,I6,CEOC,Celtis Occidentalis,45.4622781,-73.6379795,Y2,5.1,5,579,,
222,Ywen Kuok Buddhist Temple,I6,ULPU,Ulmus Pumila,45.4622407,-73.6379966,Y2,65.7,66,580,,
223,Ywen Kuok Buddhist Temple,I6,LOXY,Lonicera Xylosteum,45.4622087,-73.6380566,Y2,12.3,12,581,,
224,Ywen Kuok Buddhist Temple,I6,ACNE,Acer Negundo,45.4622087,-73.6380566,Y2,6.7,7,582,,
225,Ywen Kuok Buddhist Temple,I6,ACFR,Acer Freemannii,45.462137,-73.638117,Y2,68,68,583,,
226,Ywen Kuok Buddhist Temple,I6,ACSA,Acer Saccharinum,45.4620145,-73.6382826,Y7,59.1,59,584,,
227,Ywen Kuok Buddhist Temple,I6,CEOC,Celtis Occidentalis,45.462202,-73.638738,Y3,5.7,6,585,,
228,Ywen Kuok Buddhist Temple,I6,ACSA,Acer Saccharinum,45.4620996,-73.6384519,Y3,54.4,54,586,,
229,Ywen Kuok Buddhist Temple,I6,ACSA,Acer Saccharinum,45.4620166,-73.6384559,Y7,54.5,55,587,,
230,Ywen Kuok Buddhist Temple,I6,ACSA,Acer Saccharinum,45.4620446,-73.6385512,Y7,52.4,52,588,,
231,Ywen Kuok Buddhist Temple,I6,ACSA,Acer Saccharinum,45.4620679,-73.6386363,Y7,46,46,589,,
232,Ywen Kuok Buddhist Temple,I6,ACSA,Acer Saccharinum,45.46213,-73.6388174,Y3,81.6,82,590,,
233,Ywen Kuok Buddhist Temple,I6,ACPL,Acer Platanoides,45.4622953,-73.6387054,Y5,9.3,9,591,,
234,Ywen Kuok Buddhist Temple,I6,ACPL,Acer Platanoides,45.462497,-73.6385056,Y4,49.7,50,592,,
235,Ywen Kuok Buddhist Temple,I6,EUAL,Euonymus Alatus,45.4623317,-73.6384875,Y5,17.3,17,593,,
236,Ywen Kuok Buddhist Temple,I6,ACPL,Acer Platanoides,45.4623886,-73.638579,Y5,44.4,44,594,,
237,Ywen Kuok Buddhist Temple,I6,ACPL,Acer Platanoides,45.4624498,-73.6385304,Y4,71.6,72,595,,
238,Ywen Kuok Buddhist Temple,I6,THOC,Thuja Occidentalis,45.4625013,-73.6383601,Y4,6.5,7,596,,
239,Ywen Kuok Buddhist Temple,I6,THOC,Thuja Occidentalis,45.4625375,-73.6383466,Y4,11.6,12,597,,
240,Ywen Kuok Buddhist Temple,I6,THOC,Thuja Occidentalis,45.4625516,-73.6383326,Y4,20.4,20,598,,
241,Ywen Kuok Buddhist Temple,I6,THOC,Thuja Occidentalis,45.4625695,-73.6383279,Y4,26.2,26,599,,
242,Ywen Kuok Buddhist Temple,I6,THOC,Thuja Occidentalis,45.4625798,-73.6383121,Y4,15.8,16,600,,
243,Ywen Kuok Buddhist Temple,I6,THOC,Thuja Occidentalis,45.4625768,-73.6382863,Y4,9.2,9,601,,
244,Ywen Kuok Buddhist Temple,I6,THOC,Thuja Occidentalis,45.462586,-73.638314,Y4,6.3,6,602,,
245,Ywen Kuok Buddhist Temple,I6,THOC,Thuja Occidentalis,45.462599,-73.638313,Y4,15.2,15,603,,
246,Ywen Kuok Buddhist Temple,I6,THOC,Thuja Occidentalis,45.462606,-73.638302,Y4,14,14,604,,
247,Ywen Kuok Buddhist Temple,I6,THOC,Thuja Occidentalis,45.462615,-73.638295,Y8,10.3,10,605,,
248,Ywen Kuok Buddhist Temple,I6,THOC,Thuja Occidentalis,45.462619,-73.638288,Y8,17,17,606,,
249,Ywen Kuok Buddhist Temple,I6,THOC,Thuja Occidentalis,45.462622,-73.638278,Y8,23.3,23,607,,
250,Ywen Kuok Buddhist Temple,I6,ACPL,Acer Platanoides,45.462648,-73.6384284,Y8,39.7,40,608,,
251,Ywen Kuok Buddhist Temple,I6,ACPL,Acer Platanoides,45.4627364,-73.6383668,Y8,27.7,28,609,,
252,Ywen Kuok Buddhist Temple,I6,ACSA,Acer Saccharinum,45.4627324,-73.6382437,Y8,65,65,610,,
253,Ywen Kuok Buddhist Temple,I6,ACSA,Acer Saccharinum,45.4626863,-73.6381277,Y8,19.5,20,611,,
254,Ywen Kuok Buddhist Temple,I6,ACPL,Acer Platanoides,45.4626428,-73.6380211,Y8,47.2,47,612,,
255,Ywen Kuok Buddhist Temple,I6,ACSA,Acer Saccharinum,45.4626,-73.6379229,Y1,21.3,21,613,,
256,Ywen Kuok Buddhist Temple,I6,THOC,Thuja Occidentalis,45.4625187,-73.6380241,Y1,35.5,36,614,,
257,Ywen Kuok Buddhist Temple,I6,CTSP,Catalpa Speciosa,45.4625293,-73.6378893,Y1,6.1,6,615,,
258,Ywen Kuok Buddhist Temple,I6,PIPU,Picea Pungens,45.4625018,-73.6378548,Y1,5.3,5,616,,
259,Ywen Kuok Buddhist Temple,I6,ACSA,Acer Saccharinum,45.4624749,-73.6378588,Y1,62,62,617,,
260,Ywen Kuok Buddhist Temple,I6,ACSA,Acer Saccharinum,45.4624223,-73.6378923,Y6,49.7,50,618,,
