fid,Sample Site,Site Code,Species Code,Species Latin,Species Common,DBH (2020):,DBH Round,Latitude,Longitude,layer,INDEX
56,BENNY,P1,PHAM,Phellodendron Amurensis 'His Majesty',His Majesty Amur corktree,4.5,5,45.466761,-73.632052,B13,1
101,BENNY,P1,ACSC,Acer Saccharum,Sugar Maple,4.5,5,45.467302,-73.633105,B3,2
159,BENNY,P1,TIMOHG,Tilia x Mongolica 'Harvest Gold',Harvest Gold Mongolian Linden,4.5,5,45.467559,-73.633068,B45,3
115,BENNY,P1,RHTY,Rhus Typhina,Staghorn Sumac,4.6,5,45.4655723,-73.6324726,B34,4
160,BENNY,P1,PIOM,Picea Omorika,Serbian Spruce,4.7,5,45.467539,-73.633291,B45,5
163,BENNY,P1,ACFR,Acer Freemannii 'Armstrong',Montreal Silver Maple,4.9,5,45.466785,-73.631866,B46,6
65,BENNY,P1,ACFR,Acer Freemannii 'Armstrong',Freeman Maple,5,5,45.466579,-73.631368,B19,7
98,BENNY,P1,BENI,Betula Nigra,Heritage River Birch,5.1,5,45.466673,-73.63134,B29,8
99,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,5.2,5,45.466636,-73.631152,B29,9
12,BENNY,P1,CAAR,Caragana Arborescens,Siberian Pea Tree,5.3,5,45.4663229,-73.6327127,B11,10
224,BENNY,P1,LADE,Larix Decidua,European Larch,5.8,6,45.4662161,-73.6334845,B7,11
57,BENNY,P1,LITU,Liriodendron Tulipifera,Tulip Tree,6.1,6,45.467097,-73.632227,B14,12
176,BENNY,P1,JUCI,Juglans Cinerea,Butternut,6.2,6,45.4660094,-73.6320126,B53,13
246,BENNY,P1,MABA,Malus Baccata,Crab Apple,6.2,6,45.466149,-73.632864,B71,14
116,BENNY,P1,RHTY,Rhus Typhina,Staghorn Sumac,6.4,6,45.4655723,-73.632486,B34,15
247,BENNY,P1,MABA,Malus Baccata,Crab Apple,6.5,7,45.466127,-73.632815,B71,16
171,BENNY,P1,LADE,Larix Decidua,European Larch,6.7,7,45.4663196,-73.6332608,B50,17
13,BENNY,P1,CEOC,Celtis Occidentalis,Common Hackberry,6.8,7,45.4663212,-73.6327304,B11,18
177,BENNY,P1,JUNI,Juglans Nigra,Eastern Black Walnut,6.8,7,45.465962,-73.631974,B53,19
237,BENNY,P1,VILE,Viburnum Lentago,Nannyberry,6.8,7,45.4669747,-73.6318081,B70,20
107,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,7.1,7,45.4659946,-73.6329413,B31,21
117,BENNY,P1,RHTY,Rhus Typhina,Staghorn Sumac,7.1,7,45.4655747,-73.6324605,B34,22
102,BENNY,P1,CEOC,Celtis Occidentalis,Common Hackberry,7.2,7,45.4672329,-73.6331277,B3,23
118,BENNY,P1,RHTY,Rhus Typhina,Staghorn Sumac,7.3,7,45.4655363,-73.632423,B34,24
172,BENNY,P1,LADE,Larix Decidua,European Larch,7.7,8,45.4661484,-73.6335123,B51,25
248,BENNY,P1,MABA,Malus Baccata,Crab Apple,7.8,8,45.466106,-73.632763,B71,26
108,BENNY,P1,PNSY,Pinus Sylvestris,Scots Pine,7.9,8,45.4658841,-73.6331271,B31,27
178,BENNY,P1,JUCI,Juglans Cinerea,Butternut,7.9,8,45.4660372,-73.6321061,B53,28
61,BENNY,P1,QUBI,Quercus Bicolor,Swamp White Oak,8,8,45.465642,-73.632901,B18,29
71,BENNY,P1,MABA,Malus Baccata,Crab Apple,8,8,45.4662023,-73.6329826,B2,30
187,BENNY,P1,CAAR,Caragana Arborescens,Siberian Pea Tree,8.2,8,45.4664912,-73.6325618,B55,31
188,BENNY,P1,CAAR,Caragana Arborescens,Siberian Pea Tree,8.3,8,45.4664807,-73.6326231,B55,32
62,BENNY,P1,PIST,Pinus Strobus,Eastern White Pine,8.5,9,45.4657879,-73.6328894,B18,33
119,BENNY,P1,RHTY,Rhus Typhina,Staghorn Sumac,8.7,9,45.4655069,-73.6324632,B34,34
179,BENNY,P1,JUNI,Juglans Nigra,Eastern Black Walnut,8.8,9,45.465997,-73.632003,B53,35
181,BENNY,P1,GYDI,Gymnocladus Dioicus,Kentucky Coffee Tree,8.8,9,45.467182,-73.632321,B54,36
109,BENNY,P1,PNSY,Pinus Sylvestris,Scots Pine,9.3,9,45.4658627,-73.6330231,B31,37
301,BENNY,P1,ACNE,Acer Negundo,Manitoba Maple,9.3,9,45.4671908,-73.6330721,B83,38
58,BENNY,P1,MABA,Malus Baccata,Crab Apple,9.4,9,45.4669869,-73.6322446,B14,39
225,BENNY,P1,LADE,Larix Decidua,European Larch,10,10,45.4661703,-73.6334362,B7,40
59,BENNY,P1,MABA,Malus Baccata,Crab Apple,10.1,10,45.4669528,-73.6322597,B14,41
110,BENNY,P1,PNSY,Pinus Sylvestris,Scots Pine,10.3,10,45.4659088,-73.6330037,B31,42
189,BENNY,P1,CAAR,Caragana Arborescens,Siberian Pea Tree,10.3,10,45.4664988,-73.6325997,B55,43
190,BENNY,P1,CAAR,Caragana Arborescens,Siberian Pea Tree,10.4,10,45.4665124,-73.6325986,B55,44
133,BENNY,P1,ULXXFR,Ulmus 'Frontier',Frontier Elm,10.5,11,45.46641,-73.632828,B37,45
148,BENNY,P1,QUMA,Quercus Macrocarpa,Bur Oak,10.7,11,45.46572,-73.6328146,B42,46
191,BENNY,P1,CAAR,Caragana Arborescens,Siberian Pea Tree,11.3,11,45.4664988,-73.6326117,B55,47
147,BENNY,P1,CAAR,Caragana Arborescens,Siberian Pea Tree,11.7,12,45.4668449,-73.632708,B41,48
284,BENNY,P1,PIAB,Picea Abies,Norway Spruce,12,12,45.4661402,-73.6323083,B82,49
74,BENNY,P1,PIAB,Picea Abies,Norway Spruce,12.1,12,45.466705,-73.631407,B20,50
238,BENNY,P1,MABA,Malus Baccata,Crab Apple,12.1,12,45.467089,-73.631993,B70,51
14,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,12.3,12,45.4662871,-73.6327341,B11,52
15,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,12.3,12,45.4662998,-73.632768,B11,53
66,BENNY,P1,PIAB,Picea Abies,Norway Spruce,12.3,12,45.466615,-73.63124,B19,54
192,BENNY,P1,CAAR,Caragana Arborescens,Siberian Pea Tree,12.3,12,45.4664626,-73.632593,B55,55
193,BENNY,P1,CAAR,Caragana Arborescens,Siberian Pea Tree,12.3,12,45.4664901,-73.6325745,B55,56
239,BENNY,P1,VILE,Viburnum Lentago,Nannyberry,12.3,12,45.4669846,-73.6317635,B70,57
78,BENNY,P1,MABA,Malus Baccata,Crab Apple,12.4,12,45.467512,-73.63321,B21,58
313,BENNY,P1,GYDI,Gymnocladus Dioicus,Kentucky Coffee Tree,12.5,13,45.466066,-73.632683,B90,59
16,BENNY,P1,CAAR,Caragana Arborescens,Siberian Pea Tree,12.6,13,45.4663328,-73.6327435,B11,60
285,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,12.6,13,45.4661905,-73.6323472,B82,61
75,BENNY,P1,PIAB,Picea Abies,Norway Spruce,12.8,13,45.466656,-73.631404,B20,62
182,BENNY,P1,GYDI,Gymnocladus Dioicus,Kentucky Coffee Tree,13,13,45.467205,-73.6323,B54,63
208,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,13,13,45.466167,-73.6317757,B60,64
1,BENNY,P1,LALA,Larix Laricina,Tamarack,13.1,13,45.466129,-73.633357,B10,65
120,BENNY,P1,RHTY,Rhus Typhina,Staghorn Sumac,13.2,13,45.4655034,-73.6324354,B34,66
17,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,13.3,13,45.4662822,-73.6327707,B11,67
166,BENNY,P1,QUMA,Quercus Macrocarpa,Bur Oak,13.4,13,45.4661294,-73.6330885,B49,68
240,BENNY,P1,MABA,Malus Baccata,Crab Apple,13.4,13,45.467075,-73.631961,B70,69
76,BENNY,P1,PIAB,Picea Abies,Norway Spruce,13.5,14,45.466687,-73.631451,B20,70
286,BENNY,P1,PIAB,Picea Abies,Norway Spruce,13.5,14,45.4661136,-73.632319,B82,71
287,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,13.5,14,45.4661668,-73.6323459,B82,72
241,BENNY,P1,MABA,Malus Baccata,Crab Apple,13.6,14,45.467103,-73.632034,B70,73
2,BENNY,P1,LALA,Larix Laricina,Tamarack,13.7,14,45.466133,-73.63329,B10,74
217,BENNY,P1,QUMA,Quercus Macrocarpa,Bur Oak,13.7,14,45.465839,-73.6328042,B64,75
72,BENNY,P1,ULXXFR,Ulmus 'Frontier',Frontier Elm,14,14,45.466311,-73.632914,B2,76
67,BENNY,P1,SOAU,Sorbus Aucuparia,European Mountain Ash,14.1,14,45.466501,-73.631304,B19,77
18,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,14.3,14,45.4662314,-73.6327643,B11,78
19,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,14.3,14,45.4662763,-73.6327345,B11,79
20,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,14.3,14,45.4662853,-73.6327351,B11,80
218,BENNY,P1,PIST,Pinus Strobus,Eastern White Pine,14.3,14,45.4658606,-73.6327231,B64,81
249,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,14.3,14,45.4661713,-73.6327844,B71,82
288,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,14.3,14,45.4661776,-73.6323422,B82,83
194,BENNY,P1,CAAR,Caragana Arborescens,Siberian Pea Tree,14.4,14,45.4664828,-73.6326238,B55,84
314,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,14.4,14,45.466132,-73.6326912,B90,85
21,BENNY,P1,CAAR,Caragana Arborescens,Siberian Pea Tree,14.5,15,45.4663527,-73.632722,B11,86
121,BENNY,P1,CAGL,Carya Glabra,Pignut Hickory,14.5,15,45.4655309,-73.6323415,B34,87
22,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,14.6,15,45.4662474,-73.6327703,B11,88
23,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,14.6,15,45.4663078,-73.6327643,B11,89
183,BENNY,P1,MABA,Malus Baccata,Crab Apple,14.6,15,45.467176,-73.632199,B54,90
302,BENNY,P1,VILE,Viburnum Lentago,Nannyberry,14.6,15,45.4672079,-73.6331147,B83,91
289,BENNY,P1,PIAB,Picea Abies,Norway Spruce,15,15,45.4661686,-73.6322765,B82,92
184,BENNY,P1,MABA,Malus Baccata,Crab Apple,15.2,15,45.467158,-73.632161,B54,93
290,BENNY,P1,PIAB,Picea Abies,Norway Spruce,15.2,15,45.4661261,-73.6322721,B82,94
24,BENNY,P1,CAAR,Caragana Arborescens,Siberian Pea Tree,15.3,15,45.4663436,-73.6327455,B11,95
278,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,15.3,15,45.4660092,-73.6324511,B80,96
195,BENNY,P1,CAAR,Caragana Arborescens,Siberian Pea Tree,15.4,15,45.4665058,-73.6325987,B55,97
250,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,15.4,15,45.4661564,-73.6327375,B71,98
111,BENNY,P1,PNSY,Pinus Sylvestris,Scots Pine,15.5,16,45.4659575,-73.6329785,B31,99
25,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,15.7,16,45.4662719,-73.6327894,B11,100
196,BENNY,P1,CAAR,Caragana Arborescens,Siberian Pea Tree,15.7,16,45.4664677,-73.6326329,B55,101
251,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,16.2,16,45.4661879,-73.6327603,B71,102
167,BENNY,P1,PNSY,Pinus Sylvestris,Scots Pine,16.3,16,45.4656631,-73.6325296,B5,103
197,BENNY,P1,CAAR,Caragana Arborescens,Siberian Pea Tree,16.3,16,45.4664722,-73.6326355,B55,104
252,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,16.3,16,45.4661919,-73.6327619,B71,105
291,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,16.3,16,45.4661837,-73.6323559,B82,106
26,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,16.4,16,45.4662455,-73.6327485,B11,107
27,BENNY,P1,CAAR,Caragana Arborescens,Siberian Pea Tree,16.4,16,45.4663288,-73.6327418,B11,108
253,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,16.4,16,45.466143,-73.6327043,B71,109
292,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,16.4,16,45.4662016,-73.6323439,B82,110
3,BENNY,P1,LALA,Larix Laricina,Tamarack,16.5,17,45.466145,-73.633212,B10,111
28,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,16.5,17,45.4662968,-73.6327817,B11,112
254,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,16.7,17,45.4661823,-73.6327982,B71,113
198,BENNY,P1,CAAR,Caragana Arborescens,Siberian Pea Tree,17.2,17,45.4664894,-73.6326201,B55,114
29,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,17.3,17,45.4662796,-73.6327435,B11,115
242,BENNY,P1,VILE,Viburnum Lentago,Nannyberry,17.3,17,45.4670102,-73.6317776,B70,116
255,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,17.3,17,45.4661355,-73.6326976,B71,117
30,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,17.5,18,45.4662227,-73.6328059,B11,118
199,BENNY,P1,CAAR,Caragana Arborescens,Siberian Pea Tree,17.6,18,45.4665016,-73.6325779,B55,119
256,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,17.7,18,45.4661938,-73.6327777,B71,120
68,BENNY,P1,PIAB,Picea Abies,Norway Spruce,17.9,18,45.466612,-73.631319,B19,121
306,BENNY,P1,CTSP,Catalpa Speciosa,Western Catalpa,18.1,18,45.465731,-73.632301,B87,122
31,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,18.2,18,45.4662361,-73.6327737,B11,123
32,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,18.3,18,45.4662288,-73.6328018,B11,124
33,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,18.3,18,45.4662935,-73.6327559,B11,125
34,BENNY,P1,CAAR,Caragana Arborescens,Siberian Pea Tree,18.3,18,45.466353,-73.6327026,B11,126
122,BENNY,P1,RHTY,Rhus Typhina,Staghorn Sumac,18.3,18,45.4655149,-73.6324622,B34,127
200,BENNY,P1,CAAR,Caragana Arborescens,Siberian Pea Tree,18.3,18,45.4664927,-73.6325722,B55,128
35,BENNY,P1,CAAR,Caragana Arborescens,Siberian Pea Tree,18.4,18,45.4663506,-73.6327187,B11,129
201,BENNY,P1,CAAR,Caragana Arborescens,Siberian Pea Tree,18.4,18,45.4664884,-73.6325859,B55,130
293,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,18.4,18,45.4661722,-73.6323576,B82,131
36,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,18.6,19,45.4662629,-73.6327395,B11,132
4,BENNY,P1,PNSY,Pinus Sylvestris,Scots Pine,18.7,19,45.4660066,-73.6332531,B10,133
185,BENNY,P1,GYDI,Gymnocladus Dioicus,Kentucky Coffee Tree,18.9,19,45.467179,-73.632283,B54,134
294,BENNY,P1,PIAB,Picea Abies,Norway Spruce,18.9,19,45.4661656,-73.6322382,B82,135
37,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,19.3,19,45.4662399,-73.632766,B11,136
123,BENNY,P1,RHTY,Rhus Typhina,Staghorn Sumac,19.4,19,45.4655469,-73.6324428,B34,137
257,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,19.7,20,45.466182,-73.6327512,B71,138
258,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,19.8,20,45.4661491,-73.6327187,B71,139
124,BENNY,P1,JUNI,Juglans Nigra,Black Walnut,19.9,20,45.465592,-73.632351,B34,140
295,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,20.2,20,45.4661559,-73.6323693,B82,141
38,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,20.3,20,45.4663304,-73.6327402,B11,142
103,BENNY,P1,ACNE,Picea Pungens,Colorado Spruce,20.3,20,45.467366,-73.633222,B3,143
303,BENNY,P1,ACNE,Acer Negundo,Manitoba Maple,20.3,20,45.467187,-73.6330868,B83,144
202,BENNY,P1,CAAR,Caragana Arborescens,Siberian Pea Tree,20.4,20,45.4664767,-73.6326074,B55,145
296,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,20.5,21,45.4661881,-73.6323382,B82,146
161,BENNY,P1,PRVISC,Prunus Virginiana 'Schubert',Schubert's Chokecherry,20.6,21,45.467528,-73.633235,B45,147
168,BENNY,P1,JUCI,Juglans Cinerea,Butternut,20.6,21,45.465788,-73.63237,B5,148
88,BENNY,P1,PIGL,Picea Glauca,White Spruce,20.9,21,45.467421,-73.632856,B25,149
315,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,21.1,21,45.4661312,-73.6326875,B90,150
5,BENNY,P1,PNSY,Pinus Sylvestris,Scots Pine,21.2,21,45.4659873,-73.6332136,B10,151
39,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,21.3,21,45.4661976,-73.6327747,B11,152
79,BENNY,P1,PIGL,Picea Glauca,White Spruce,21.4,21,45.467417,-73.633123,B21,153
73,BENNY,P1,ACPL,Acer Platanoides,Norway Maple,21.5,22,45.466246,-73.632923,B2,154
297,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,21.5,22,45.4660252,-73.6324371,B82,155
40,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,22.3,22,45.4662535,-73.6327475,B11,156
186,BENNY,P1,MABA,Malus Baccata,Crab Apple,22.6,23,45.467143,-73.632116,B54,157
104,BENNY,P1,PIPU,Picea Pungens,Colorado Spruce,22.8,23,45.467307,-73.6332,B3,158
149,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,22.8,23,45.4657254,-73.6326882,B42,159
279,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,23,23,45.4660118,-73.6324277,B80,160
6,BENNY,P1,PNSY,Pinus Sylvestris,Scots Pine,23.2,23,45.4660257,-73.6333121,B10,161
129,BENNY,P1,PNSY,Pinus Sylvestris,Scots Pine,23.2,23,45.4659556,-73.6331763,B36,162
162,BENNY,P1,JUNI,Juglans Nigra,Eastern Black Walnut,23.3,23,45.467567,-73.633204,B45,163
41,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,23.4,23,45.4662124,-73.6328069,B11,164
203,BENNY,P1,CAAR,Caragana Arborescens,Siberian Pea Tree,23.4,23,45.4664668,-73.6326164,B55,165
60,BENNY,P1,ACPL,Acer Platanoides,Norway Maple,23.6,24,45.467384,-73.632977,B16,166
134,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,23.8,24,45.465728,-73.6320428,B38,167
277,BENNY,P1,ACPL,Acer Platanoides,Norway Maple,24,24,45.4663746,-73.6331723,B8,168
169,BENNY,P1,TICO,Tilia Cordata,Littleleaf European Linden,24.1,24,45.465683,-73.63236,B5,169
42,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,24.3,24,45.466202,-73.6327418,B11,170
150,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,24.5,25,45.4656885,-73.6326895,B42,171
226,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,24.5,25,45.4662041,-73.6336638,B7,172
243,BENNY,P1,ACSA,Acer Saccharinum,Silver Maple,24.5,25,45.467013,-73.631927,B70,173
95,BENNY,P1,PIPU,Picea Pungens,Colorado Spruce,24.6,25,45.467362,-73.632695,B28,174
43,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,24.9,25,45.466207,-73.6328045,B11,175
151,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,24.9,25,45.4658077,-73.6326161,B42,176
89,BENNY,P1,PIGL,Picea Glauca,White Spruce,25,25,45.467465,-73.632904,B25,177
280,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,25.1,25,45.4660047,-73.6324297,B80,178
105,BENNY,P1,PIGL,Picea Glauca,White Spruce,25.2,25,45.46727,-73.633144,B3,179
219,BENNY,P1,PIGL,Picea Glauca,White Spruce,25.2,25,45.4659554,-73.6328347,B64,180
44,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,25.3,25,45.466238,-73.6327904,B11,181
45,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,25.4,25,45.4661997,-73.6328143,B11,182
46,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,25.6,26,45.4662462,-73.6327814,B11,183
90,BENNY,P1,ACPL,Acer Platanoides,Norway Maple,25.6,26,45.467441,-73.633026,B25,184
281,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,25.6,26,45.4659986,-73.632428,B80,185
304,BENNY,P1,VILE,Viburnum Lentago,Nannyberry,25.6,26,45.4672223,-73.6331247,B83,186
47,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,25.7,26,45.4661966,-73.6327851,B11,187
80,BENNY,P1,PIPU,Picea Pungens,Colorado Spruce,25.7,26,45.467411,-73.63322,B21,188
48,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,26,26,45.4662023,-73.6327385,B11,189
93,BENNY,P1,GYDI,Gymnocladus Dioicus,Kentucky Coffee Tree,26,26,45.466663,-73.634161,B27,190
244,BENNY,P1,ACSA,Acer Saccharinum,Silver Maple,26,26,45.467048,-73.632009,B70,191
267,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,26,26,45.4655862,-73.6321739,B78,192
227,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,26.1,26,45.4662346,-73.6335059,B7,193
49,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,26.2,26,45.4662154,-73.6328156,B11,194
96,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,26.2,26,45.467344,-73.63255,B28,195
50,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,26.3,26,45.4662486,-73.6328099,B11,196
135,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,26.3,26,45.4658369,-73.6319606,B38,197
51,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,26.4,26,45.4662352,-73.6327951,B11,198
298,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,26.8,27,45.466198,-73.6323184,B82,199
84,BENNY,P1,PNSY,Pinus Sylvestris,Scots Pine,26.9,27,45.4655932,-73.6326007,B24,200
209,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,26.9,27,45.4663577,-73.6335408,B61,201
228,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,26.9,27,45.4662467,-73.6335716,B7,202
245,BENNY,P1,VILE,Viburnum Lentago,Nannyberry,27.1,27,45.4670149,-73.6317668,B70,203
52,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,27.5,28,45.466203,-73.6327459,B11,204
106,BENNY,P1,PIGL,Picea Glauca,White Spruce,27.6,28,45.467383,-73.633127,B3,205
283,BENNY,P1,ROPS,Robinia Pseudoacacia,Black Locust,28,28,45.466873,-73.63223,B81,206
307,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,28.3,28,45.465676,-73.6321045,B87,207
308,BENNY,P1,PIAB,Picea Abies,Norway Spruce,28.4,28,45.4658333,-73.6321192,B87,208
259,BENNY,P1,PIAB,Picea Abies,Norway Spruce,28.5,29,45.4654301,-73.6322758,B72,209
309,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,28.5,29,45.4656842,-73.6322258,B87,210
152,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,28.8,29,45.4658032,-73.6326734,B42,211
310,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,29.3,29,45.4656821,-73.6321539,B87,212
204,BENNY,P1,ULPU,Ulmus Pumila,Siberian Elm,29.4,29,45.4665561,-73.6337306,B56,213
53,BENNY,P1,CAAR,Caragana Arborescens,Siberian Pea Tree,29.6,30,45.4663116,-73.6327586,B11,214
91,BENNY,P1,ACPL,Acer Platanoides,Norway Maple,29.6,30,45.467494,-73.633052,B25,215
205,BENNY,P1,TIAM,Tilia Americana,American Basswood,29.6,30,45.466907,-73.633918,B57,216
272,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,29.7,30,45.4659065,-73.6322245,B79,217
260,BENNY,P1,PIPU,Picea Pungens,Colorado Spruce,30.1,30,45.4654294,-73.6322252,B72,218
136,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,30.5,31,45.4657807,-73.6319922,B38,219
137,BENNY,P1,PIGL,Picea Glauca,White Spruce,30.7,31,45.4658002,-73.6320911,B38,220
7,BENNY,P1,PNSY,Pinus Sylvestris,Scots Pine,30.8,31,45.4660395,-73.6333111,B10,221
145,BENNY,P1,TIAM,Tilia Americana,American Basswood,30.8,31,45.467117,-73.632882,B40,222
210,BENNY,P1,ACPL,Acer Platanoides,Norway Maple,30.9,31,45.4664941,-73.6334737,B61,223
229,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,31,31,45.4662086,-73.6335884,B7,224
230,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,31.1,31,45.4662274,-73.6336591,B7,225
138,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,31.2,31,45.465676,-73.632006,B38,226
261,BENNY,P1,PIPU,Picea Pungens,Colorado Spruce,31.4,31,45.4654693,-73.6322077,B72,227
268,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,31.4,31,45.4656478,-73.6321454,B78,228
206,BENNY,P1,TIAM,Tilia Americana,American Basswood,31.5,32,45.466973,-73.63386,B57,229
153,BENNY,P1,PNSY,Pinus Sylvestris,Scots Pine,31.9,32,45.4657684,-73.6326419,B42,230
8,BENNY,P1,PNSY,Pinus Sylvestris,Scots Pine,32,32,45.4660899,-73.6332749,B10,231
54,BENNY,P1,THOC,Thuja Occidentalis,Eastern White Cedar,32.1,32,45.4661961,-73.6327408,B11,232
130,BENNY,P1,PNSY,Pinus Sylvestris,Scots Pine,32.1,32,45.4659276,-73.6331763,B36,233
55,BENNY,P1,CAAR,Caragana Arborescens,Siberian Pea Tree,32.3,32,45.4663631,-73.6327143,B11,234
220,BENNY,P1,TIAM,Tilia Americana,American Basswood,32.3,32,45.467035,-73.633806,B67,235
97,BENNY,P1,PIPU,Picea Pungens,Colorado Spruce,32.5,33,45.467339,-73.632651,B28,236
154,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,32.5,33,45.4657694,-73.6326848,B42,237
316,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,32.5,33,45.466042,-73.632497,B90,238
299,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,33,33,45.466053,-73.632393,B82,239
311,BENNY,P1,PIGL,Picea Glauca,White Spruce,33.2,33,45.4658242,-73.6321786,B87,240
269,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,33.6,34,45.4656034,-73.6321075,B78,241
139,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,33.8,34,45.465724,-73.631961,B38,242
282,BENNY,P1,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,34,34,45.466017,-73.632424,B80,243
